participant_id,task,condition,predicted_accuracy,fsm_number,fsm_type,mm_accuracy,count_nan
96,explanation,hidden_an_subset,0.5,21.0,easy,,
97,explanation,visible,0.5,21.0,easy,0.0,0.0
97,explanation,hidden,0.5,21.0,easy,0.0,0.0
97,explanation,hidden_an,0.5,21.0,easy,0.0,0.0
97,explanation,hidden_normative_subset,0.5,21.0,easy,,
97,explanation,hidden_an_subset,0.5,21.0,easy,,
98,explanation,visible,0.5,21.0,easy,0.0,0.0
98,explanation,hidden,0.5,21.0,easy,0.0,0.0
98,explanation,hidden_an,0.5,21.0,easy,0.0,0.0
98,explanation,hidden_normative_subset,0.5,21.0,easy,,
98,explanation,hidden_an_subset,0.5,21.0,easy,,
99,explanation,visible,0.5,21.0,easy,0.0,0.0
99,explanation,hidden,0.5,21.0,easy,0.0,0.0
99,explanation,hidden_an,0.5,21.0,easy,0.0,0.0
99,explanation,hidden_normative_subset,0.5,21.0,easy,,
99,explanation,hidden_an_subset,0.5,21.0,easy,,
100,explanation,visible,0.5,21.0,easy,0.0,0.0
100,explanation,hidden,0.5,21.0,easy,0.0,0.0
100,explanation,hidden_an,0.5,21.0,easy,0.0,0.0
100,explanation,hidden_normative_subset,0.5,21.0,easy,,
100,explanation,hidden_an_subset,0.5,21.0,easy,,
101,explanation,visible,0.5,21.0,easy,0.0,0.0
101,explanation,hidden,0.5,21.0,easy,0.0,0.0
101,explanation,hidden_an,0.5,21.0,easy,0.0,0.0
101,explanation,hidden_normative_subset,0.5,21.0,easy,,
101,explanation,hidden_an_subset,0.5,21.0,easy,,
102,explanation,visible,0.5,21.0,easy,0.0,0.0
102,explanation,hidden,0.5,21.0,easy,0.0,0.0
102,explanation,hidden_an,0.5,21.0,easy,0.0,0.0
102,explanation,hidden_normative_subset,0.5,21.0,easy,,
102,explanation,hidden_an_subset,0.5,21.0,easy,,
103,explanation,visible,0.5,21.0,easy,0.0,0.0
103,explanation,hidden,0.5,21.0,easy,0.0,0.0
103,explanation,hidden_an,0.5,21.0,easy,0.0,0.0
103,explanation,hidden_normative_subset,0.5,21.0,easy,,
103,explanation,hidden_an_subset,0.5,21.0,easy,,
104,explanation,visible,0.5,21.0,easy,0.0,0.0
104,explanation,hidden,0.5,21.0,easy,0.0,0.0
104,explanation,hidden_an,0.5,21.0,easy,0.0,0.0
104,explanation,hidden_normative_subset,0.5,21.0,easy,,
104,explanation,hidden_an_subset,0.5,21.0,easy,,
105,explanation,visible,0.5,21.0,easy,0.0,0.0
105,explanation,hidden,0.5,21.0,easy,0.0,0.0
105,explanation,hidden_an,0.5,21.0,easy,0.0,0.0
105,explanation,hidden_normative_subset,0.5,21.0,easy,,
105,explanation,hidden_an_subset,0.5,21.0,easy,,
106,explanation,visible,0.5,21.0,easy,0.0,0.0
106,explanation,hidden,0.5,21.0,easy,0.0,0.0
106,explanation,hidden_an,0.5,21.0,easy,0.0,0.0
106,explanation,hidden_normative_subset,0.5,21.0,easy,,
106,explanation,hidden_an_subset,0.5,21.0,easy,,
107,explanation,visible,0.5,21.0,easy,0.0,0.0
107,explanation,hidden,0.5,21.0,easy,0.0,0.0
107,explanation,hidden_an,0.5,21.0,easy,0.0,0.0
107,explanation,hidden_normative_subset,0.5,21.0,easy,,
107,explanation,hidden_an_subset,0.5,21.0,easy,,
108,explanation,visible,0.5,21.0,easy,0.0,0.0
108,explanation,hidden,0.5,21.0,easy,0.0,0.0
108,explanation,hidden_an,0.5,21.0,easy,0.0,0.0
108,explanation,hidden_normative_subset,0.5,21.0,easy,,
108,explanation,hidden_an_subset,0.5,21.0,easy,,
109,explanation,visible,0.5,21.0,easy,0.0,0.0
109,explanation,hidden,0.5,21.0,easy,0.0,0.0
109,explanation,hidden_an,0.5,21.0,easy,0.0,0.0
109,explanation,hidden_normative_subset,0.5,21.0,easy,,
109,explanation,hidden_an_subset,0.5,21.0,easy,,
110,explanation,visible,0.5,21.0,easy,0.0,0.0
110,explanation,hidden,0.5,21.0,easy,0.0,0.0
110,explanation,hidden_an,0.5,21.0,easy,0.0,0.0
110,explanation,hidden_normative_subset,0.5,21.0,easy,,
110,explanation,hidden_an_subset,0.5,21.0,easy,,
111,explanation,visible,0.5,21.0,easy,0.0,0.0
111,explanation,hidden,0.5,21.0,easy,0.0,0.0
111,explanation,hidden_an,0.5,21.0,easy,0.0,0.0
111,explanation,hidden_normative_subset,0.5,21.0,easy,,
111,explanation,hidden_an_subset,0.5,21.0,easy,,
112,explanation,visible,0.5,21.0,easy,0.0,0.0
112,explanation,hidden,0.5,21.0,easy,0.0,0.0
112,explanation,hidden_an,0.5,21.0,easy,0.0,0.0
112,explanation,hidden_normative_subset,0.5,21.0,easy,,
112,explanation,hidden_an_subset,0.5,21.0,easy,,
113,explanation,visible,0.5,21.0,easy,0.0,0.0
113,explanation,hidden,0.5,21.0,easy,0.0,0.0
113,explanation,hidden_an,0.5,21.0,easy,0.0,0.0
113,explanation,hidden_normative_subset,0.5,21.0,easy,,
113,explanation,hidden_an_subset,0.5,21.0,easy,,
114,explanation,visible,0.5,21.0,easy,0.0,0.0
114,explanation,hidden,0.5,21.0,easy,0.0,0.0
114,explanation,hidden_an,0.5,21.0,easy,0.0,0.0
114,explanation,hidden_normative_subset,0.5,21.0,easy,,
114,explanation,hidden_an_subset,0.5,21.0,easy,,
115,explanation,visible,0.5,21.0,easy,0.0,0.0
115,explanation,hidden,0.5,21.0,easy,0.0,0.0
115,explanation,hidden_an,0.5,21.0,easy,0.0,0.0
115,explanation,hidden_normative_subset,0.5,21.0,easy,,
115,explanation,hidden_an_subset,0.5,21.0,easy,,
116,explanation,visible,0.5,21.0,easy,0.0,0.0
116,explanation,hidden,0.5,21.0,easy,0.0,0.0
116,explanation,hidden_an,0.5,21.0,easy,0.0,0.0
116,explanation,hidden_normative_subset,0.5,21.0,easy,,
116,explanation,hidden_an_subset,0.5,21.0,easy,,
117,explanation,visible,0.5,21.0,easy,0.0,0.0
117,explanation,hidden,0.5,21.0,easy,0.0,0.0
117,explanation,hidden_an,0.5,21.0,easy,0.0,0.0
117,explanation,hidden_normative_subset,0.5,21.0,easy,,
117,explanation,hidden_an_subset,0.5,21.0,easy,,
118,explanation,visible,0.5,21.0,easy,0.0,0.0
118,explanation,hidden,0.5,21.0,easy,0.0,0.0
118,explanation,hidden_an,0.5,21.0,easy,0.0,0.0
118,explanation,hidden_normative_subset,0.5,21.0,easy,,
118,explanation,hidden_an_subset,0.5,21.0,easy,,
119,explanation,visible,0.5,21.0,easy,0.0,0.0
119,explanation,hidden,0.5,21.0,easy,0.0,0.0
119,explanation,hidden_an,0.5,21.0,easy,0.0,0.0
119,explanation,hidden_normative_subset,0.5,21.0,easy,,
119,explanation,hidden_an_subset,0.5,21.0,easy,,
120,explanation,visible,0.5,21.0,easy,0.0,0.0
120,explanation,hidden,0.5,21.0,easy,0.0,0.0
120,explanation,hidden_an,0.5,21.0,easy,0.0,0.0
120,explanation,hidden_normative_subset,0.5,21.0,easy,,
120,explanation,hidden_an_subset,0.5,21.0,easy,,
121,explanation,visible,0.5,22.0,hard,0.0,0.0
121,explanation,hidden,0.5,22.0,hard,0.0,0.0
121,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
121,explanation,hidden_normative_subset,0.5,22.0,hard,,
121,explanation,hidden_an_subset,0.5,22.0,hard,,
122,explanation,visible,0.5,22.0,hard,0.0,0.0
122,explanation,hidden,0.5,22.0,hard,0.0,0.0
122,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
122,explanation,hidden_normative_subset,0.5,22.0,hard,,
122,explanation,hidden_an_subset,0.5,22.0,hard,,
123,explanation,visible,0.5,22.0,hard,0.0,0.0
123,explanation,hidden,0.5,22.0,hard,0.0,0.0
123,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
123,explanation,hidden_normative_subset,0.5,22.0,hard,,
123,explanation,hidden_an_subset,0.5,22.0,hard,,
124,explanation,visible,0.5,22.0,hard,0.0,0.0
124,explanation,hidden,0.5,22.0,hard,0.0,0.0
124,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
124,explanation,hidden_normative_subset,0.5,22.0,hard,,
124,explanation,hidden_an_subset,0.5,22.0,hard,,
125,explanation,visible,0.5,22.0,hard,0.0,0.0
125,explanation,hidden,0.5,22.0,hard,0.0,0.0
125,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
125,explanation,hidden_normative_subset,0.5,22.0,hard,,
125,explanation,hidden_an_subset,0.5,22.0,hard,,
126,explanation,visible,0.5,22.0,hard,0.0,0.0
126,explanation,hidden,0.5,22.0,hard,0.0,0.0
126,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
126,explanation,hidden_normative_subset,0.5,22.0,hard,,
126,explanation,hidden_an_subset,0.5,22.0,hard,,
127,explanation,visible,0.5,22.0,hard,0.0,0.0
127,explanation,hidden,0.5,22.0,hard,0.0,0.0
127,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
127,explanation,hidden_normative_subset,0.5,22.0,hard,,
127,explanation,hidden_an_subset,0.5,22.0,hard,,
128,explanation,visible,0.5,22.0,hard,0.0,0.0
128,explanation,hidden,0.5,22.0,hard,0.0,0.0
128,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
128,explanation,hidden_normative_subset,0.5,22.0,hard,,
128,explanation,hidden_an_subset,0.5,22.0,hard,,
129,explanation,visible,0.5,22.0,hard,0.0,0.0
129,explanation,hidden,0.5,22.0,hard,0.0,0.0
129,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
129,explanation,hidden_normative_subset,0.5,22.0,hard,,
129,explanation,hidden_an_subset,0.5,22.0,hard,,
130,explanation,visible,0.5,22.0,hard,0.0,0.0
130,explanation,hidden,0.5,22.0,hard,0.0,0.0
130,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
130,explanation,hidden_normative_subset,0.5,22.0,hard,,
130,explanation,hidden_an_subset,0.5,22.0,hard,,
131,explanation,visible,0.5,22.0,hard,0.0,0.0
131,explanation,hidden,0.5,22.0,hard,0.0,0.0
131,explanation,hidden_an,0.5,22.0,hard,0.0,1.0
131,explanation,hidden_normative_subset,0.5,22.0,hard,,
131,explanation,hidden_an_subset,0.5,22.0,hard,,
132,explanation,visible,0.5,22.0,hard,0.0,0.0
132,explanation,hidden,0.5,22.0,hard,0.0,0.0
132,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
132,explanation,hidden_normative_subset,0.5,22.0,hard,,
132,explanation,hidden_an_subset,0.5,22.0,hard,,
133,explanation,visible,0.5,22.0,hard,0.0,0.0
133,explanation,hidden,0.5,22.0,hard,0.0,0.0
133,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
133,explanation,hidden_normative_subset,0.5,22.0,hard,,
133,explanation,hidden_an_subset,0.5,22.0,hard,,
134,explanation,visible,0.5,22.0,hard,0.0,0.0
134,explanation,hidden,0.5,22.0,hard,0.0,0.0
134,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
134,explanation,hidden_normative_subset,0.5,22.0,hard,,
134,explanation,hidden_an_subset,0.5,22.0,hard,,
135,explanation,visible,0.5,22.0,hard,0.0,0.0
135,explanation,hidden,0.5,22.0,hard,0.0,0.0
135,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
135,explanation,hidden_normative_subset,0.5,22.0,hard,,
135,explanation,hidden_an_subset,0.5,22.0,hard,,
136,explanation,visible,0.5,22.0,hard,0.0,0.0
136,explanation,hidden,0.5,22.0,hard,0.0,0.0
136,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
136,explanation,hidden_normative_subset,0.5,22.0,hard,,
136,explanation,hidden_an_subset,0.5,22.0,hard,,
137,explanation,visible,0.5,22.0,hard,0.0,0.0
137,explanation,hidden,0.5,22.0,hard,0.0,0.0
137,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
137,explanation,hidden_normative_subset,0.5,22.0,hard,,
137,explanation,hidden_an_subset,0.5,22.0,hard,,
138,explanation,visible,0.5,22.0,hard,0.0,0.0
138,explanation,hidden,0.5,22.0,hard,0.0,0.0
138,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
138,explanation,hidden_normative_subset,0.5,22.0,hard,,
138,explanation,hidden_an_subset,0.5,22.0,hard,,
139,explanation,visible,0.5,22.0,hard,0.0,0.0
139,explanation,hidden,0.5,22.0,hard,0.0,0.0
139,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
139,explanation,hidden_normative_subset,0.5,22.0,hard,,
139,explanation,hidden_an_subset,0.5,22.0,hard,,
140,explanation,visible,0.5,22.0,hard,0.0,0.0
140,explanation,hidden,0.5,22.0,hard,0.0,0.0
140,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
140,explanation,hidden_normative_subset,0.5,22.0,hard,,
140,explanation,hidden_an_subset,0.5,22.0,hard,,
141,explanation,visible,0.5,22.0,hard,0.0,0.0
141,explanation,hidden,0.5,22.0,hard,0.0,0.0
141,explanation,hidden_an,0.5,22.0,hard,0.0,1.0
141,explanation,hidden_normative_subset,0.5,22.0,hard,,
141,explanation,hidden_an_subset,0.5,22.0,hard,,
142,explanation,visible,0.5,22.0,hard,0.0,0.0
142,explanation,hidden,0.5,22.0,hard,0.0,0.0
142,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
142,explanation,hidden_normative_subset,0.5,22.0,hard,,
142,explanation,hidden_an_subset,0.5,22.0,hard,,
143,explanation,visible,0.5,22.0,hard,0.0,0.0
143,explanation,hidden,0.5,22.0,hard,0.0,0.0
143,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
143,explanation,hidden_normative_subset,0.5,22.0,hard,,
143,explanation,hidden_an_subset,0.5,22.0,hard,,
144,explanation,visible,0.5,22.0,hard,0.0,0.0
144,explanation,hidden,0.5,22.0,hard,0.0,0.0
144,explanation,hidden_an,0.5,22.0,hard,0.0,1.0
144,explanation,hidden_normative_subset,0.5,22.0,hard,,
144,explanation,hidden_an_subset,0.5,22.0,hard,,
145,explanation,visible,0.5,22.0,hard,0.0,0.0
145,explanation,hidden,0.5,22.0,hard,0.0,0.0
145,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
145,explanation,hidden_normative_subset,0.5,22.0,hard,,
145,explanation,hidden_an_subset,0.5,22.0,hard,,
146,explanation,visible,0.5,22.0,hard,0.0,0.0
146,explanation,hidden,0.5,22.0,hard,0.0,0.0
146,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
146,explanation,hidden_normative_subset,0.5,22.0,hard,,
146,explanation,hidden_an_subset,0.5,22.0,hard,,
147,explanation,visible,0.5,22.0,hard,0.0,0.0
147,explanation,hidden,0.5,22.0,hard,0.0,0.0
147,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
147,explanation,hidden_normative_subset,0.5,22.0,hard,,
147,explanation,hidden_an_subset,0.5,22.0,hard,,
148,explanation,visible,0.5,22.0,hard,0.0,0.0
148,explanation,hidden,0.5,22.0,hard,0.0,0.0
148,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
148,explanation,hidden_normative_subset,0.5,22.0,hard,,
148,explanation,hidden_an_subset,0.5,22.0,hard,,
149,explanation,visible,0.5,22.0,hard,0.0,0.0
149,explanation,hidden,0.5,22.0,hard,0.0,0.0
149,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
149,explanation,hidden_normative_subset,0.5,22.0,hard,,
149,explanation,hidden_an_subset,0.5,22.0,hard,,
150,explanation,visible,0.5,22.0,hard,0.0,0.0
150,explanation,hidden,0.5,22.0,hard,0.0,0.0
150,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
150,explanation,hidden_normative_subset,0.5,22.0,hard,,
150,explanation,hidden_an_subset,0.5,22.0,hard,,
151,explanation,visible,0.5,22.0,hard,0.0,0.0
151,explanation,hidden,0.5,22.0,hard,0.0,0.0
151,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
151,explanation,hidden_normative_subset,0.5,22.0,hard,,
151,explanation,hidden_an_subset,0.5,22.0,hard,,
152,explanation,visible,0.5,22.0,hard,0.0,0.0
152,explanation,hidden,0.5,22.0,hard,0.0,0.0
152,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
152,explanation,hidden_normative_subset,0.5,22.0,hard,,
152,explanation,hidden_an_subset,0.5,22.0,hard,,
153,explanation,visible,0.5,22.0,hard,0.0,0.0
153,explanation,hidden,0.5,22.0,hard,0.0,0.0
153,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
153,explanation,hidden_normative_subset,0.5,22.0,hard,,
153,explanation,hidden_an_subset,0.5,22.0,hard,,
154,explanation,visible,0.5,22.0,hard,0.0,0.0
154,explanation,hidden,0.5,22.0,hard,0.0,0.0
154,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
154,explanation,hidden_normative_subset,0.5,22.0,hard,,
154,explanation,hidden_an_subset,0.5,22.0,hard,,
155,explanation,visible,0.5,22.0,hard,0.0,0.0
155,explanation,hidden,0.5,22.0,hard,0.0,0.0
155,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
155,explanation,hidden_normative_subset,0.5,22.0,hard,,
155,explanation,hidden_an_subset,0.5,22.0,hard,,
156,explanation,visible,0.5,22.0,hard,0.0,0.0
156,explanation,hidden,0.5,22.0,hard,0.0,0.0
156,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
156,explanation,hidden_normative_subset,0.5,22.0,hard,,
156,explanation,hidden_an_subset,0.5,22.0,hard,,
157,explanation,visible,0.5,22.0,hard,0.0,0.0
157,explanation,hidden,0.5,22.0,hard,0.0,0.0
157,explanation,hidden_an,0.5,22.0,hard,0.0,1.0
157,explanation,hidden_normative_subset,0.5,22.0,hard,,
157,explanation,hidden_an_subset,0.5,22.0,hard,,
158,explanation,visible,0.5,22.0,hard,0.0,0.0
158,explanation,hidden,0.5,22.0,hard,0.0,0.0
158,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
158,explanation,hidden_normative_subset,0.5,22.0,hard,,
158,explanation,hidden_an_subset,0.5,22.0,hard,,
159,explanation,visible,0.5,22.0,hard,0.0,0.0
159,explanation,hidden,0.5,22.0,hard,0.0,0.0
159,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
159,explanation,hidden_normative_subset,0.5,22.0,hard,,
159,explanation,hidden_an_subset,0.5,22.0,hard,,
160,explanation,visible,0.5,22.0,hard,0.0,0.0
160,explanation,hidden,0.5,22.0,hard,0.0,0.0
160,explanation,hidden_an,0.5,22.0,hard,0.0,1.0
160,explanation,hidden_normative_subset,0.5,22.0,hard,,
160,explanation,hidden_an_subset,0.5,22.0,hard,,
161,explanation,visible,0.5,22.0,hard,0.0,0.0
161,explanation,hidden,0.5,22.0,hard,0.0,0.0
161,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
161,explanation,hidden_normative_subset,0.5,22.0,hard,,
161,explanation,hidden_an_subset,0.5,22.0,hard,,
162,explanation,visible,0.5,22.0,hard,0.0,0.0
162,explanation,hidden,0.5,22.0,hard,0.0,0.0
162,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
162,explanation,hidden_normative_subset,0.5,22.0,hard,,
162,explanation,hidden_an_subset,0.5,22.0,hard,,
163,explanation,visible,0.5,22.0,hard,0.0,0.0
163,explanation,hidden,0.5,22.0,hard,0.0,0.0
163,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
163,explanation,hidden_normative_subset,0.5,22.0,hard,,
163,explanation,hidden_an_subset,0.5,22.0,hard,,
164,explanation,visible,0.5,22.0,hard,0.0,0.0
164,explanation,hidden,0.5,22.0,hard,0.0,0.0
164,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
164,explanation,hidden_normative_subset,0.5,22.0,hard,,
164,explanation,hidden_an_subset,0.5,22.0,hard,,
165,explanation,visible,0.5,22.0,hard,0.0,0.0
165,explanation,hidden,0.5,22.0,hard,0.0,0.0
165,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
165,explanation,hidden_normative_subset,0.5,22.0,hard,,
165,explanation,hidden_an_subset,0.5,22.0,hard,,
166,explanation,visible,0.5,22.0,hard,0.0,0.0
166,explanation,hidden,0.5,22.0,hard,0.0,0.0
166,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
166,explanation,hidden_normative_subset,0.5,22.0,hard,,
166,explanation,hidden_an_subset,0.5,22.0,hard,,
167,explanation,visible,0.5,22.0,hard,0.0,0.0
167,explanation,hidden,0.5,22.0,hard,0.0,0.0
167,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
167,explanation,hidden_normative_subset,0.5,22.0,hard,,
167,explanation,hidden_an_subset,0.5,22.0,hard,,
168,explanation,visible,0.5,22.0,hard,0.0,0.0
168,explanation,hidden,0.5,22.0,hard,0.0,0.0
168,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
168,explanation,hidden_normative_subset,0.5,22.0,hard,,
168,explanation,hidden_an_subset,0.5,22.0,hard,,
169,explanation,visible,0.5,22.0,hard,0.0,0.0
169,explanation,hidden,0.5,22.0,hard,0.0,0.0
169,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
169,explanation,hidden_normative_subset,0.5,22.0,hard,,
169,explanation,hidden_an_subset,0.5,22.0,hard,,
170,explanation,visible,0.5,22.0,hard,0.0,0.0
170,explanation,hidden,0.5,22.0,hard,0.0,0.0
170,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
170,explanation,hidden_normative_subset,0.5,22.0,hard,,
170,explanation,hidden_an_subset,0.5,22.0,hard,,
171,explanation,visible,0.5,22.0,hard,0.0,0.0
171,explanation,hidden,0.5,22.0,hard,0.0,0.0
171,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
171,explanation,hidden_normative_subset,0.5,22.0,hard,,
171,explanation,hidden_an_subset,0.5,22.0,hard,,
172,explanation,visible,0.5,22.0,hard,0.0,0.0
172,explanation,hidden,0.5,22.0,hard,0.0,0.0
172,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
172,explanation,hidden_normative_subset,0.5,22.0,hard,,
172,explanation,hidden_an_subset,0.5,22.0,hard,,
173,explanation,visible,0.5,22.0,hard,0.0,0.0
173,explanation,hidden,0.5,22.0,hard,0.0,0.0
173,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
173,explanation,hidden_normative_subset,0.5,22.0,hard,,
173,explanation,hidden_an_subset,0.5,22.0,hard,,
174,explanation,visible,0.5,22.0,hard,0.0,0.0
174,explanation,hidden,0.5,22.0,hard,0.0,0.0
174,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
174,explanation,hidden_normative_subset,0.5,22.0,hard,,
174,explanation,hidden_an_subset,0.5,22.0,hard,,
175,explanation,visible,0.5,22.0,hard,0.0,0.0
175,explanation,hidden,0.5,22.0,hard,0.0,0.0
175,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
175,explanation,hidden_normative_subset,0.5,22.0,hard,,
175,explanation,hidden_an_subset,0.5,22.0,hard,,
176,explanation,visible,0.5,22.0,hard,0.0,0.0
176,explanation,hidden,0.5,22.0,hard,0.0,0.0
176,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
176,explanation,hidden_normative_subset,0.5,22.0,hard,,
176,explanation,hidden_an_subset,0.5,22.0,hard,,
177,explanation,visible,0.5,22.0,hard,0.0,0.0
177,explanation,hidden,0.5,22.0,hard,0.0,0.0
177,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
177,explanation,hidden_normative_subset,0.5,22.0,hard,,
177,explanation,hidden_an_subset,0.5,22.0,hard,,
178,explanation,visible,0.5,22.0,hard,0.0,0.0
178,explanation,hidden,0.5,22.0,hard,0.0,0.0
178,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
178,explanation,hidden_normative_subset,0.5,22.0,hard,,
178,explanation,hidden_an_subset,0.5,22.0,hard,,
179,explanation,visible,0.5,22.0,hard,0.0,0.0
179,explanation,hidden,0.5,22.0,hard,0.0,0.0
179,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
179,explanation,hidden_normative_subset,0.5,22.0,hard,,
179,explanation,hidden_an_subset,0.5,22.0,hard,,
180,explanation,visible,0.5,22.0,hard,0.0,0.0
180,explanation,hidden,0.5,22.0,hard,0.0,0.0
180,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
180,explanation,hidden_normative_subset,0.5,22.0,hard,,
180,explanation,hidden_an_subset,0.5,22.0,hard,,
181,explanation,visible,0.5,22.0,hard,0.0,0.0
181,explanation,hidden,0.5,22.0,hard,0.0,0.0
181,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
181,explanation,hidden_normative_subset,0.5,22.0,hard,,
181,explanation,hidden_an_subset,0.5,22.0,hard,,
182,explanation,visible,0.5,22.0,hard,0.0,0.0
182,explanation,hidden,0.5,22.0,hard,0.0,0.0
182,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
182,explanation,hidden_normative_subset,0.5,22.0,hard,,
182,explanation,hidden_an_subset,0.5,22.0,hard,,
183,explanation,visible,0.5,22.0,hard,0.0,0.0
183,explanation,hidden,0.5,22.0,hard,0.0,0.0
183,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
183,explanation,hidden_normative_subset,0.5,22.0,hard,,
183,explanation,hidden_an_subset,0.5,22.0,hard,,
184,explanation,visible,0.5,22.0,hard,0.0,0.0
184,explanation,hidden,0.5,22.0,hard,0.0,0.0
184,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
184,explanation,hidden_normative_subset,0.5,22.0,hard,,
184,explanation,hidden_an_subset,0.5,22.0,hard,,
185,explanation,visible,0.5,22.0,hard,0.0,0.0
185,explanation,hidden,0.5,22.0,hard,0.0,0.0
185,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
185,explanation,hidden_normative_subset,0.5,22.0,hard,,
185,explanation,hidden_an_subset,0.5,22.0,hard,,
186,explanation,visible,0.5,22.0,hard,0.0,0.0
186,explanation,hidden,0.5,22.0,hard,0.0,0.0
186,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
186,explanation,hidden_normative_subset,0.5,22.0,hard,,
186,explanation,hidden_an_subset,0.5,22.0,hard,,
187,explanation,visible,0.5,22.0,hard,0.0,0.0
187,explanation,hidden,0.5,22.0,hard,0.0,0.0
187,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
187,explanation,hidden_normative_subset,0.5,22.0,hard,,
187,explanation,hidden_an_subset,0.5,22.0,hard,,
188,explanation,visible,0.5,22.0,hard,0.0,0.0
188,explanation,hidden,0.5,22.0,hard,0.0,0.0
188,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
188,explanation,hidden_normative_subset,0.5,22.0,hard,,
188,explanation,hidden_an_subset,0.5,22.0,hard,,
189,explanation,visible,0.5,22.0,hard,0.0,0.0
189,explanation,hidden,0.5,22.0,hard,0.0,0.0
189,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
189,explanation,hidden_normative_subset,0.5,22.0,hard,,
189,explanation,hidden_an_subset,0.5,22.0,hard,,
190,explanation,visible,0.5,22.0,hard,0.0,0.0
190,explanation,hidden,0.5,22.0,hard,0.0,0.0
190,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
190,explanation,hidden_normative_subset,0.5,22.0,hard,,
190,explanation,hidden_an_subset,0.5,22.0,hard,,
191,explanation,visible,0.5,22.0,hard,0.0,0.0
191,explanation,hidden,0.5,22.0,hard,0.0,0.0
191,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
191,explanation,hidden_normative_subset,0.5,22.0,hard,,
191,explanation,hidden_an_subset,0.5,22.0,hard,,
192,explanation,visible,0.5,22.0,hard,0.0,0.0
192,explanation,hidden,0.5,22.0,hard,0.0,0.0
192,explanation,hidden_an,0.5,22.0,hard,0.0,2.0
192,explanation,hidden_normative_subset,0.5,22.0,hard,,
192,explanation,hidden_an_subset,0.5,22.0,hard,,
